text,label
"FPGA chips have applications across the entire spectrum of electronic system design, in particular for prototype development. The FPGA¡¯s properties, such as reconfiguration and defect tolerance, are attractive to the electronic industry, especially when CMOS technology scales down to nanometre range and the fabrication yield of IC components hardly ever approaches 100%. It is predicted that the worldwide FPGA market will increase from $1.9 billion in 2005 to $2.75 billion by 2010 [1]. Much of this revenue comes from the significant increase of high-end FPGA chips with a large amount of memory components.",Introduction
"As shown in Fig. 1, a baseline FPGA consists of a switch block (SB), a connection block (CB) and a logic block (LB). The routing resources include SBs, CBs, configuration memories and interconnects, which account for around 80% of the total area, delay and power of the FPGA [2]. Thus it is critical to enhance the performance of these programmable routing elements as well as the additional block memory units in the high-end FPGA.",Introduction
"In this Letter, we propose to utilise resistive memory (RRAM) circuits to build FPGA routing resources and block memories. This leads to a novel CMOS-nano hybrid FPGA architecture, rFPGA, which consists of large arrays of 1T1R devices (one CMOS transistor is integrated with a two-terminal resistive nanojunction). 1T1R structures naturally integrate nanodevices with CMOS devices, which can solve the integration challenge of CMOS-nano hybrid circuits [3 ? 5]. Previously, 1T1R devices were mainly proposed for memory applications [6? 14]. The novelty of this research is to explore the use of 1T1R structures as FPGA routing logic circuits and block memories. To the knowledge of the authors, this work is the first effort to use 1T1R structures for FPGA applications.",Introduction
"1T1R consists of a CMOS transistor (1T) and a bistable junction nanodevice (1R). The nanojunction device is generally a metal-insulator-metal (MIM) structure that exhibits hysteretic characteristics or a reproducible switching between two resistance states: state 1 of low resistance and state 0 of high resistance (Figs. 2a and 2b). These resistive (Fig. 2a) or diode-like (Fig. 2b) junction devices can be used to build 1T1R or crossbar structures. Note that according to recent studies [7 ? 14], the resistive junction (Fig. 2a) has more material choices than the diode-like junction (Fig. 2b). Thus we consider resistive junctions in this study",Main
"In the crossbar structure, the nanojunctions are at the crosspoints of the nanowire array, leading to a high-density memory architecture. The nanojunction-based crossbar can also be integrated with CMOS devices to build CMOSnano FPGAs such as: CMOL [3], FPNI [4], nFPGA [5] and nanoPLA [15]. The main challenge of these crossbarbased FPGAs is that the integration of crossbars and CMOS devices is not easily established [4, 5]. In particular, it is difficult to obtain special metal pins to connect CMOS transistors with the top or bottom nanowires, respectively [3 ? 5]. This motivates us to consider 1T1R devices that allow an efficient integration of junction devices with CMOS devices [6 ? 14] to build the FPGA.",Main
"In the 1T1R structure, the resistive junction is integrated on top of the source or drain terminal of a transistor (Fig. 2c). The transistor is used to write and read the resistance state of the MIM structure, establishing memory operations. The fabrication of these 1T1R nanodevices is efficient and CMOS compatible. Even though the reproducible RRAM cells and circuits have not yet been established, several promising prototypes have been demonstrated by several RRAM research groups and companies [6?14]. The novelty of this work is to extend the use of 1T1R devices and RRAM circuits to FPGA programming logics and block memories.",Main
"An rFPGA maintains the architecture of the baseline FPGA (Fig. 1) while utilising RRAM circuits to efficiently build several FPGA components. In particular, the SRAM-based block memory is replaced by RRAM to achieve high density. New SB and CB designs are developed using RRAM circuits. Note that the LB is still the traditional CMOS LB",Main
"In an rFPGA, the NOR RRAM circuit is used to build block memories instead of the NAND RRAM. The layouts of NOR and NAND RRAM cells are given in Fig. 3. Both cells require metal contacts to locate nanojunctions and their cell sizes are similar: 10F2 (F is the half pitch of a transistor). It is well known that the NAND circuit requires slow serial access and the NOR circuit provides fast random access. Thus by considering both cell size and speed of performance, the NOR-type always has a better performance than the NAND-type in RRAM designs and is selected for the rFPGA block memory application.",Main
"Note that this comparison of NOR and NAND RRAM circuits is different from that of the corresponding flash circuits. For flash memory circuits based on floating gate transistors, the NAND-type circuit is area efficient (cell size is 4F2 ), since the adjacent cells share the metal contact. However, each NAND RRAM cell requires a separate metal contact to support a resistive nanojunction and cannot share contacts to achieve high density. Thus NAND RRAM has a similar density as NOR RRAM. The high-speed property of NOR RRAM always makes it superior to NAND RRAM.",Main
"By using high-density block memory based on the NOR RRAM, we can either increase the block memory capacity for the same chip area or design the same amount of block memories using a smaller chip area. Here we use the latter approach so that other building blocks of the FPGA can still operate with the same amount of block memories. Note that the Xilinx block RAM memory ranges from 4 to 18 K [1]. Thus the RRAM arrays in an rFPGA will also range from 4 to 18 K, with a reduced chip area.",Main
"The ¡®write¡¯ and ¡®read¡¯ IO circuit is required by each block memory to communicate with its corresponding CB. The IO circuit of the RRAM block memory is designed to drive (write) and sense (read) currents of the NOR RRAM [15], which is different from the SRAM IO circuit of the baseline FPGA.",Main
"The proposed rFPGA includes new CB designs to utilise RRAM components. The LBs and memory blocks connect to the routing channels through CBs. The existing 4-to-4 CMOS CB is shown in Fig. 4a [2]. Instead of using a sixtransistor SRAM to program the pass transistor as shown in Fig. 4b, we propose to use two programming transistors to configure an 1R junction at the connection point (Fig. 4c). During the configuration stage we select the two transistors to program the 1R junction to be RON or ROFF. If the 1R junction is RON, it will turn on the connection point during the operation stage. If the 1R junction is ROFF, it will disconnect the connection point.",Main
"An rFPGA consists of new SB designs based on RRAM or 1T1R structures. The CB will connect to the SB to establish global routing. Designs of SBs can use pass transistors or multiplexers. The pass transistor-based designs [2] are generally used in modern FPGAs and are considered here. The two typical designs of such SBs [2], namely SB-1 and SB-2, are shown in Figs. 5a and 5c.",Main
"By using the RRAM component or the 2T1R structure (Fig. 4c) as the connection point, we can obtain RRAMbased designs for SB-1 and SB-2 in Figs. 5b and 5d, respectively. In the RRAM SB-1 design (Fig. 5b, showing only one out of the four branches) the 2T1R connection points are used and the tristate buffers have been redesigned. The RRAM SB-2 design (Fig. 5d, showing only one out of the four branches) is based on the 2T1R connection points and CMOS buffers without using the tristate buffers.",Main
"In the baseline CMOS FPGA [1], the interconnects between two adjacent SBs are local interconnects. Additional HEX lines are used to connect two SBs of a long distance (a typical distance of six SBs) to provide a fast and direct connection. Our proposed SB designs can also have these interconnects, maintaining the interconnect structures of the baseline FPGA [1].",Main
"To demonstrate the efficiency of the proposed rFPGA, its performance is compared with that of the corresponding CMOS FPGA [1, 2] in terms of area, delay and power.",Main
"Based on the above analysis, we simulate the rFPGA performance for Toronto 20 FPGA benchmarks and show the results in Table 3. The simulation results demonstrate that the rFPGA provides 2-3 improvement over the baseline FPGA in terms of area. The improvement in terms of delay and power is around 10%",Main
"The simulation is based on CMOS 32 nm technology and uses FPGA CAD tools, following the methods used in [5]. The rFPGA maintains the architecture of the CMOS FPGA. Thus its design and simulation can utilise CMOS FPGA CAD tools such as VPR (delay analysis) and fpgaEva_LP2 (power analysis). To accommodate RRAM circuits in VPR, the models of junction nanodevices are generated using Verilog-A and incorporated into the VPR CAD flow. Note that Toronto 20 benchmark circuits do not consider block memories. Thus the comparison in Table 3 considers only SBs, CBs and LBs, not block memories. The comparison of block memories of the rFPGA and the CMOS FPGA is described in Table 3.",Main
"This work presents a novel method to build an FPGA using RRAM circuits. The main advantages are: ¢Ó 1T1R-based RRAM circuits are CMOS-compatible and naturally integrated with CMOS circuits. ¢Ó RRAM-based CBs and SBs can significantly simplify FPGA routing resources, leading to 2-3 density improvement. ¢Ó RRAM-based block memories have 6 complexity reduction compared with the CMOS block memories. ¢Ó RRAM-based rFPGA maintains the SB-CB-LB architecture such that the existing FPGA circuit designs and CAD tools can be utilised. Because of the aforementioned superior properties, the rFPGA is expected to lead to innovation and technological breakthroughs in establishing reconfigurable platforms for the future nanotechnology era.",Summary
"Figure 1 CMOS FPGA (LB, CB, SB)",Captions
Figure 2 Hysteretic characteristic of a resistive bistable junction and diode-like junction,Captions
Figure 3 Layouts of NOR and NAND RRAM cells,Captions
Figure 4 4-to-4 CMOS CB,Captions
Figure 5 Two typical designs of such SBs,Captions
Table 1 Complexity comparison of CB and SB (in terms of number of equivalent n-type transistors,Captions
Table 2 Complexity comparison of FPGAs (footprint of CMOS FPGA logic and block memory is 100,Captions
"The probabilistic switching of resistive random access memory (RRAM) can be utilised to implement physical unclonable functions (PUFs). By setting the operation condition at a switching probability of 50%, devices in a RRAM array are randomly settled into state ¡®0¡¯ or ¡®1¡¯ after programming. The RRAM switching probability provides a natural source of randomness that could be exploited in the PUF to generate security primitives. The feasibility and characteristics of the proposed PUF are analysed by simulation based on measured RRAM switching probability. With good scalability and stochastic mechanisms, RRAM may prove to be a promising candidate for security applications.",Abstract
"Metal?oxide-based resistive random access memory (RRAM) has become a major candidate for emerging non-volatile memories. They can switch between a high-resistance state (HRS, or ¡®off¡¯ state) and a low-resistance state (LRS, or ¡®on¡¯ state), where both states are non-volatile. The switching from HRS to LRS is ¡®set¡¯ and that from LRS to HRS ¡®reset¡¯. RRAM has demonstrated promising scalability, especially in crossbar arrays and three-dimensional architectures. A key challenge of RRAM is the stochastic switching mechanisms related to the formation and rupture of filamentary conductive paths, which cause large variation in RRAM switching parameters. Variability degrades memory operation margins and affects the functional array design; however, a truly random variation could be exploited in security applications. Physical unclonable functions (PUFs) have recently emerged as a promising hardware security solution [1]. An input to a PUF device (¡®challenge¡¯) generates an output (¡®response¡¯), converting intrinsic variation in the physical device to randomness in bit strings. These challenge?response pairs (CRPs) can be utilised as security primitives. Ideally, the PUF cannot be duplicated or predicted owing to the randomness in the underlying physical systems. Most of these PUF designs are static with unalterable CRPs after the fabrication of the underlying physical systems. The so-called ¡®reconfigurable PUF¡¯ could be refreshed with updated CRPs that inherit all the original security properties. Reconfigurability of PUFs could enhance their resistance against attacks or reliability degradation [2]. This Letter proposes a reconfigurable PUF design based on the probabilistic switching of RRAM.",Introduction
"PUF based on RRAM probabilistic switching: The stochastic nature of the RRAM switching mechanisms is also reflected in its switching probability. The reset switching probability of copper oxide (CuOx)-based RRAM was measured against voltage and current compliance, which fits well with a thermally activated reset model, as shown in Fig. 1.",Introduction
"A 64 kbit array of 1-transistor-1-resistor (1T1R) RRAM cells was fabricated and the reset probability was measured in array testing. Details of the reset probability measurement and modelling can be found in [3]. Fig. 1a shows the dependence of reset probability on the voltage applied from the drain side of a 1T1R cell (Vd). The inset highlights the sensitivity of the reset probability on voltage of about 50%. The reset can also be achieved with a fixed Vd and increasing current compliance controlled by the transistor gate voltage (Vg). The reset probability against Vg is shown in Fig. 1b, with a sensitivity of about 50% enlarged in the inset.",Introduction
"This voltage-dependent switching probability provides a source of randomness for a PUF design as shown in Fig. 2. It is based on a standard 1T1R RRAM array (Fig. 2a). All the cells in the array are first set to LRS. Then, by biasing the memory cells at the voltage for 50% reset probability, every cell has equal opportunity to reset to HRS or remain in LRS. Ideally, after the reset operation, the RRAM array will have bit ¡®0¡¯ (LRS) and bit ¡®1¡¯ (HRS) randomly distributed in the array, each with 50% probability. The ¡®challenge¡¯ of this PUF is defined as the address of an n-bit memory data and the ¡®response¡¯ is the n-bit data composed of a random string of 0 and 1 s. The PUF operation is illustrated in the flowchart in Fig. 2b. The whole RRAM array can be cycled into new states to refresh the CRPs, i.e. ¡®reconfiguration¡¯ of the PUF. RRAM devices typically require a forming process after fabrication before stable set/reset operations can be achieved. Forming is usually done with higher voltage/current or slower speed than regular switching, which presents a challenge for memory design and operation. However, forming could be utilised in PUFs for tamper resistance.",Introduction
"There are a set of parameters to evaluate the performance of the PUF [4], among which the most important are uniformity, uniqueness and robustness. The uniformity of the PUF is measured by bias defined as the percentage of bit ¡®1¡¯ (¡®1¡¯-bias) or bit ¡®0¡¯ (¡®0¡¯-bias) in the response bit strings. An ideal random response should have a bias of 50%. The uniqueness represents how well a PUF device can uniquely differentiate itself from other PUF devices. It is measured by the inter-chip Hamming distance (inter-HD) defined as the HD between the responses of different PUF devices when the same challenge is applied on them. The best distinguishability between two bit strings can be achieved when on average half of the bits differ, which corresponds to an inter-HD of 50%. The robustness indicates how reliably a PUF device can generate the same response under different testing conditions for the same challenge. It is measured by the intra-chip HD (intra-HD) defined by the HD between responses measured on the same device at different times and conditions for the same challenge. The intra-HD represents noise in the response and should be minimised. Large separation between inter-HD and intra-HD reduces the false identification rate.",Main
"Assessment of robustness (i.e. intra-HD) needs to consider the temperature and voltage effects on the state of the RRAM. On the basis of the switching probability described in Fig. 1, voltage fluctuation within 0.3 V corresponds to the reset probability below 10?14 and has negligible probability to flip the state of a RRAM cell in a 256 kbit array. For RRAMs with a retention of 10 years at room temperature, the reset probability only rises to ¡­2 ¡¿ 10?7 at 400 K (127¡ÆC). As long as all the cells in the array remain in the same state without being disturbed by voltage fluctuation or temperature increase, intra-HD is essentially 0%. The low probability of disturbing the RRAM state by voltage fluctuation and temperature (within certain ranges) indicates the strong robustness of this PUF design. The ¡­15¥ò separation between inter-HD and intra-HD in this example leaves abundant allowance for possible degradation of PUF uniqueness or robustness.",Main
"The distributions of bias (uniformity) for the bit-to-bit RL from 0 to 2 ¥Ø are shown in Fig. 4. For the ideal scenario with RL = 0 ¥Ø, the bias distribution has the ¥ì value of 50% and a small ¥ò of 3.2%. With the increase of RL, the bias distributions have similar ¥ì values but larger ¥ò. The increasing spread of the bias distribution is also due to the RL-induced location-dependent reset probability. Cells away from the centre of the array are increasingly skewed towards ¡®0¡¯ or ¡®1¡¯ depending on the location. Therefore, the bias of responses from cells on different sides of the array is moving away from 50% (at the centre) in opposite directions, which increases the spread of bias distribution. The inset of Fig. 4 shows the bias of 1024 responses in one array that decreases from ¡­60% from one side of the array, through ¡­50% at the centre and down to ¡­40% on the other side.",Main
"The simulation in Fig. 4 assumes a total resistance of 1T1R cells of 10 k¥Ø in LRS. The RL-induced voltage variation depends on the relative magnitude of RL in comparison with R1T1R. When RRAM devices with higher resistance are used in the PUF array, the relative impact of RL is reduced. With R1T1R of 20 k¥Ø, the increase of ¥ò(bias) with RL is significantly suppressed. Higher R1T1R will also reduce the degradation of inter-HD by RL. Overall, it is desirable to utilise RRAM devices with higher resistance in the PUF design to reduce the impact of RL.",Main
"So far, the simulation of the impact of voltage variation has only considered the effect of RL. RRAM is well known to exhibit large variation in their resistance, which could introduce more voltage variation from device to device. For simplicity, the impact of resistance variation is not included in this simulation. It should also be emphasised that the reset probabilities in Fig. 1 were measured in fabricated RRAM arrays with both line resistance and device-to-device resistance variation. In other words, the reset probability characteristics where the PUF is based on already factor in some effects of RL and resistance variation. Therefore, the actual degradation of inter-HD and bias could be less severe than the simulation results based on the simplified treatment of RL-induced voltage variation shown in this Letter. In principle, the RL-effect could also be compensated by modulating Vdd while programming cells at different locations in the array. However, fine-tuning of Vdd may be challenging and also incur an operation overhead.",Main
"A reconfigurable PUF is proposed based on the probabilistic switching characteristics of RRAM. With a quantitative model of reset switching probability based on measurement in an RRAM array, the key parameters of the proposed PUF are assessed by simulation. Its feasibility is demonstrated by the large separation between inter-HD and intra-HD, as well as good uniformity. Voltage variation in the array due to line resistance affects the PUF performance, which could be alleviated by employing RRAM devices with higher resistance. It should be mentioned that this probabilistic switching characteristic of RRAM may also be utilised to build random number generators.",Summary
Fig. 1 Reset probability of CuOx-based RRAM devices,Captions
Fig. 2 Proposal of PUF design based on probabilistic switching of RRAM,Captions
Fig. 3 Distribution of inter-HD simulated with 100 samples of proposed PUF with different bit-to-bit line resistance (RL),Captions
"Fig. 4 Cumulative probability of simulated bias distribution (as measure of uniformity) of proposed PUF for RL of 0 ¥Ø (blue), 0.5 ¥Ø (green), 1 ¥Ø (red) and 2 ¥Ø (aqua)",Captions
"In this paper, the resistive switching characteristics in a Ti/HfO2 : Al/Pt sandwiched structure are investigated for gradual conductance tuning inherent functions. The variation in conductance of the device under different amplitudes and voltage pulse widths is studied. At the same time, it was found that the variation in switching parameters in resistive random-access memory (RRAM) under impulse response is impacted by the initial conductance states. The device was brought to a preset resistance value range by energizing a single voltage amplitude pulse with a different number of periodicities. This is an efficient and simple programming algorithm to simulate the strength change observed in biological synapses. It exhibited an on/off of about 100, an endurance of over 500 cycles, and a lifetime (at 85 ?C) of around 105 s. This multi-level switching two-terminal device can be used for neuromorphic applications to simulate the gradual potentiation (increasing conductance) and inhibition (decreasing conductance) in an artificial synapse.",Abstract
"Resistive switching (RS) devices were originally conceived for memory applications [1,2] because of the advantages compared to traditional charges-based memories, such as their superior speed, low operating voltage, excellent scalability [3], and non-volatile and multi-level data storage abilities [4]. Currently, multi-level resistive random-access memory (RRAM) devices can be widely used for data storage [5,6], logical calculation [7,8], bionic neural network systems [9,10], and so on. They have also been studied as artificial synapses for applications in neuromorphic computation, featuring high parallelism [11?13] and the ability to perform adaptive learning [14]. RRAM devices can solve problems that the traditional Von Neumann paradigm is not able to deal with, such as incomplete defined inputs, as in real-world scenarios [15], or the implementation of adaptive learning algorithms [14].",Introduction
"Great efforts have been made to optimize both materials and programming techniques to design a device that can simulate biological synaptic behavior, i.e., gradually increase and decrease its conductance under suitable voltage excitation [13,15,16]. In order to facilitate the practical applications of multi-level RRAM devices, it is necessary to consider the materials of complementary metal oxide silicon (CMOS)-compatible devices. HfO2 is used as a high-k gate dielectric in CMOS devices because of its high reliability, fast operating speed, and low power consumption [17,18]. Currently, analog switching with multi-level states and reliability is not available for RRAM. Therefore, researchers have come up with a variety of solutions, including improving the manufacturing process (doping in the HfO2 layers [19?23], modulation of oxide/metal interfaces [9,24], post-deposition annealing [19], etc.) and optimizing the measurement conditions. For electrode materials, Hong et al. [9] suggested that the use of a combination of inert and active metals, such as Ti/Pt, could improve the reliability of the device. Traore et al. [24] found that a Ti/HfO2 interface facilitates the formation of O defects from the interface region into Ti and suggest the interface region to be the precursor for defect formation. ",Introduction
"Previous studies [20?23] have shown that the doped HfO2 RRAM devices are more likely to realize stable intermediateresistance states (IRS) together with high-resistance states (HRS) and low-resistance states (LRS) compared with pure HfO2 devices. It was attributed to controllable oxygen vacancies (Vo)-based filament formation along the Al atoms diffused into the HfO2 resistive switching film [21]. Wang et al. [4], Gao et al. [25], and Covi et al. [20] prepared multi-level RRAM by doping HfO2 with Cu, Gd, and Al, respectively. However, they can only carry out a four-level storage state [4,25]. According to Zhou et al. [26], TiN/Al2O3/HfO2/Pt bilayer RRAM devices show seven analog reset states for both current scanning and voltage scanning operations with an on/off ratio of around 10. Woo et al. [27] explained that RRAM devices with an AlOx/HfOx bi-layer structure present 12 distinct analog multi-levels with on/off ratio over 10. Moreover, the different conductance states were achieved using the application of voltage pulses with different amplitudes [12,26,28] or widths [10,13,28] or compliance currents of different flexibilities [4] during the set program process. This will increase the operational difficulty in the above applications. Few scholars have realized that the device can reach a certain conductivity range accurately through a train of identical pulses [29], which has a simple structure that facilitates a highly integrated implementation and is therefore best suited for neuromorphic applications. In addition, it was reported that the reset operation usually features a gradual change in the device conductance. The resistive switching is inherently stochastic due to the randomness of the generation and the migration of oxygen vacancy based on the Kinetic Monte Carlo simulation proposed by Yu et al. [29]. The sudden change in conductivity in the set process requires an additional current compliance [12,15,30,31] to prevent device damage, which is the problem that must be overcome to realize the above scheme.",Introduction
"In this context, an Al-doped HfO2-based memristor is presented as a suitable device for an artificial synapse. We previously studied the mechanism of multi-stage resistance of a HfO2: Al memristor [23]. This time, by studying different switching dynamics in the pulsed regime, a scheme was obtained through which the device can be stabilized to the desired conductivity range by using a series of identical pulses. Firstly, the device was obtained by cyclic growth of HfO2 and Al2O3 in a certain proportion by an atomic layer deposition (ALD) reactor. Then, the resistive switching characteristics of the device were analyzed by direct current (DC) scanning and voltage pulses. Finally, by matching the appropriate pulse and initial conductance values, the device conductance could be gradually changed stepwise with the set pulses.",Introduction
"The samples studied here are Ti/HfO2: Al/Pt (Figure 1a) RRAM devices. Ti/Pt layers of 120 nm were successively deposited by sputtering at room temperature on a Si/SiO2 substrate. Ti acts as the adhesive layer between the bottom electrode (BE) of Pt and the substrate. After this, a 20-nm HfO2 layer was deposited on Pt/Ti/SiO2-coated silicon substrates in an ALD reactor at 300 ?C [32]. Al-doped films were obtained by depositing one cycle of Al2O3 for every 33 cycles of HfO2. The thicknesses of the thin films were measured using a spectroscopic ellipsometer (J.A. Woollam Co.SE M2000U, Lincoln, NE, USA), and the measured result was about 19.73 nm. Finally, a Ti layer of 50 nm acting as a top electrode (TE) and a Pt layer of 100 nm acting as covering layers were deposited by DC sputtering and patterned to form a 100 ?m ¡¿ 100 ?m isolated square (Figure 1b). The Al atomic concentration was 1.81%. According to the chemical binding energy analysis of the film by X-ray photoelectron spectroscopy of the Theta 300 XPS system, the atomic concentration of Al was 1.81%. Figure 1c,d show the spectra of Al-doped and non-doped devices. The spectra were calibrated by C 1 s (284.6 eV) peak. For the HfO2 film, the peak of Hf 4f can be fitted as a double peak. Through fitting, it can be seen that the ratio of Hf 4f5/2 to Hf 4f7/2 increased for the doped devices. Moreover, Al-doped devices show the shift of the Hf 4f peak to the higher binding energy and a distinct 74.3 eV peak of Al 2p.",Methods
"Electricalmeasurements were performed using Agilent B1500A (Agilent, Santa Clara, CA, USA). The Source Measurement Unit (SMU) was used to perform the DC sweeps, and the Waveform Generator/FastMeasurement Unit (WGFMU) was used to perform pulse signals generation and measurement. The signal needle of the two modules contacted the TE of the device simultaneously, and the working module was selected at the operation interface of the testing equipment [25]. Then, the selected module generated corresponding electrical signals that were applied to the device. The bottom electrode was always grounded.",Methods
"Figure 2 shows typical DC I-V bipolar switching curves of Al-doped HfO2-based RRAM devices. In the set/reset process, multi-stage conductance was obtained by changing the compliance current and the stop voltage, respectively. It was found that both the set (off-to-on transition) process and the reset (on-to-off transition) process are gradual. This is because Al dopants reduce the formation energy of oxygen vacancies (Vo) and Vo are formed scattered near the dopants [33]. Therefore, multiple filaments are formed in the set process based on the uniform distributed Vo in the oxide layer [9,21,34]. It can also be seen that the set voltage increases obviously with the increase in the reset stop voltage. It shows that with the increase in the reset stop voltage, the more oxygen vacancies in the oxide layer are consumed, the more serious the damage to the conductive filaments. At this point, the set process requires a larger forward voltage to reform the conductive filaments in the oxide layer. In contrast, the reset voltage does not obviously change with the increase in the set limiting current. In the reset process, regardless of the original resistance, the conductive filament will break when the reverse voltage applied to the TE of the device reaches a certain value. This shows that the difference in conductive filaments in different low-resistance states is not due to the thickness of filaments, but the number of filaments [21,35].",Main
"Figure 2c shows the DC I-V characteristic curve during gradually increasing compliance current in the set process. It can be seen that the device has excellent resistance retention characteristics in the set process and the resistance changes gradually. Combined with Figure 2a, the resistance of device after the set process of the DC sweep is mainly determined by the compliance current. The multi-step switching effect is demonstrated by increasing the current compliance step by step [36]. The Vo generated by the reapplied positive bias voltage forms more conductive filaments as the limiting current increases. Therefore, the set process may present as a gradual change in resistance. Figure 2d shows the DC I-V curve for the first 256 cycles of the device. It can be seen that the set/reset voltage barely changed, whereas the switching window is slightly reduced. This shows the excellent cyclic repeatability of the device.",Main
"Currently, we turn our attention toward the impulse response of the devices using WGFMU, which is the central exploration of this work. First, the device was set and reset using a square-waveform voltage pulse with a width of 100 s. Figure 3 shows the resistance window (HRS/LRS for set is Rinitial/Rafter, and for reset is Rafter/Rinitial) variation by applying a single voltage pulse of different amplitudes to a device with the same initial resistance. It can be seen from the figure that when the pulse width is constant, the increase in the voltage amplitude will cause a great variation in the conductance [28]. Both set and reset have a threshold bias level of around Vth ~ 0.45 V and Vth ~ ??0.6 V, respectively. When the set voltage reaches 0.6 V, it is limited by current limitation, and the change of resistance is no longer obvious.",Main
"The typical dynamic current responses of the voltage pulse are shown in Figure 4. According to the reset process, it can be seen from Figure 4b that the response current of the device suddenly decreases under the impulse voltage. The results of the same reset voltage pulse applied in different resistance states of devices are also compared in the figure. The original resistance state of the device cannot change the mutation of the reset process, but only the time of the reset process. Combined with the above DC characteristics, it is shown that the thickness of several conductive filaments in the oxide layer is the same, and the fracture occurs simultaneously in the reset process. The gradual change in the conductance value during the reset process in the DC sweep is because the bias value applied to the device increases point by point. Multiple conductive filaments will gradually break from various relatively thin places until all the conductive filaments are broken. The conductance modulation of the reset process is suitable for applying voltage pulses with different amplitudes.",Main
"Compared to the reset process, the multi-stage set process is easier to implement. It can be observed from Figure 4a that the transient current of the device increases gradually under continuous constant voltage. This indicates that the change in resistance of the device during the set process is gradual. This, in combination with Figure 2a above, led to the conclusion that the resistance change process is the process through which the conductive filaments are formed in the oxide layer one by one. With the gradual switch performance of the memory unit, multi-bit data storage can be easily implemented under an optimized switching operation scheme. Thus, we utilized the gradual set process to obtain multi-stage resistance states.",Main
"According to Figure 4a, the current of the set voltage at 0.55 V, 0.6 V, and 0.65 V are all gradients. However, the trends of the current curve are significantly different. According to Figure 3, the larger the set voltage, the larger the resistance window. However, it can be found from Figure 4a that the trend of current change is too fast under an excessive set voltage, which is not conducive to the multi-resistance state. Combining Figures 3 and 4a, when the set voltage is 0.6 V, there is a sufficiently large resistance change window, and the changing trend of current is balanced throughout the set process, which is the most suitable set pulse voltage.",Main
"Then, the excitation pulse width was reduced properly. Figure 5 shows the typical dynamic current response of a 0.6 V amplitude, 10 s pulse width, and square-waveform voltage pulse. It can be seen that different initial resistance values have a large influence on the change in resistance values in the set process [37]. The three HRS listed in figure correspond to the reset stop voltages of ??0.9 V (black), ??1.0 V (red), and ??1.1 V (blue). When the initial resistance is larger, the conductance changes more sharply. This may be the result of the complete destruction of the conducting filaments of the device under the extremely low conductivity [30,38]. This makes the oxygen vacancy more disorganized in the oxide layer. The oxygen vacancy concentration is very high in the local part of the filament structure, which is composed of oxygen vacancies. In the case of equivalent oxygen vacancies, at this point, the distribution of oxygen vacancies throughout the dielectric layer is more uniform than when the partially conducting filament is maintained. The oxygen vacancy concentration in the outer space of the conductive filament in the dielectric layer is much lower than in the higher conductivity state, in which the oxygen vacancy is more disordered. According to the transport model, when the applied electric field intensity is the same, the greater the concentration of ions, the greater the transport flux. Under the excitation of the set pulse, the oxygen vacancy can be recombined more quickly to form conductive filaments that are different from those before the reset process. When the device is in a high configuration, in which the conductive filament has just broken, the conductive filament retains its integrity except for the broken parts. During the set process, the conductive filaments are restored one by one at the break to form the original conductive filament.",Main
"Therefore, it is particularly important to select and fix the resistance state before applying the pulse in order to obtain a specific stable resistance value in the set process. When the pulse width is 10 s, the dynamic current of the device reaches saturation at about 30?50 pulse periods. This is not conducive to obtaining more different specific resistance values. It is necessary to further reduce the pulse width in the set process.",Main
"Finally, we chose the square-waveform voltage pulse signal with a width of 1 s and an amplitude of 0.6 V as the set pulse. One cycle included 400 consecutive set pulses. To stabilize the initial resistance value in a certain range before the set process, the DC sweep was adopted to complete the reset process of the device. The reset stop voltage was set to ??0.9 V. Device conductance is shown as a function of the applied voltage pulse number for ON switching (from HRS to LRS), as shown in Figure 6a. The conductance was measured at 0.1 V after each pulse. The set training process at several milestone cycles in the endurance test is also shown. No significant degradation was found after 500 cycles. Figure 6b shows the box-plot of the conductance of the device at different pulse periods for 100 different devices. After selecting 12 nodes in the set process of 400 pulses, the increment necessary for the pulse period to reach the next resistance state increases. It can be found that under the first 50 set pulses, the conductance of the device is less uniform, and then tends to be concentrated. Although the upper and lower limits of the conductance of each node overlapped partially, the interquartile ranges did not coincide. The set pulse with only a single voltage amplitude was realized to set the device in more than a dozen different resistance states.",Main
"For the data retention characteristic, 12 devices were set to preset conductance by respectively applying 1, 2, 5, 10, 20, 40, 70, 110, 160, 220, 300, and 400 set pulses and were kept at 85 ¡ÆC [39]. Figure 7 shows the retention test of all levels for resistance at 85 ¡ÆC. The conductance was read every hour with a voltage of 0.1 V. It can be seen that the resistance values of all states were stable and remained unchanged after around 105 s.",Main
The HfO2: Al RRAM devices proposed in this paper demonstrated a stable resistance state set/reset performance under DC sweep and gradual set resistance state performance under consecutive voltage pulses. It was found that the conductivity of the devices at high conductivity depends more on the number of conductive filaments than their thickness. The device can stably reach the preset resistance value by applying the same number of pulses in the setting process. Using a single voltage amplitude of pulse throughout the multi-stage resistance adjustment process can simplify the later storage system. These novel devices can be used for realizing complex logic functions. No data were lost over the course of more than a day at 85 C. The Ti/HfO2: Al/Pt device is a good potential candidate for multi-level storage.,Summary
