,0,labels,Name
216,"In summary, the resistive switching mechanisms in mem- ristors formed on monoclinic hafnia with low- and hi-Ov den- sities have been investigated. Gradual conductance modulation, STP, and LTP were implemented in HfO2 memristors using voltage-spike stimulation, suggesting suitability for electronic synaptic applications. The switching dynamics of the HfO2 memristor are explained by the interactions of Ov with grain boundaries. The passivation of Ov defects by nitrogen in the HfO1.86N0.14 film was confirmed by XAS. The HfO1.86N0.14 memristor exhibited threshold switching and CC-NDR. These findings suggest simple bilayer selector/memory cells could be fabricated from hafnia heterolayers.",26,
217,"A novel class of triindole-containing trinuclear alkynylgold(I) complexes has been synthesized, characterized, and employed in the fabrication of solution-processable resistive memory devices. Promising memory performances have been demonstrated with low switching threshold voltages of ca. 1.5 V, high ON/OFF current ratio of up to 105 , long retention time of over 104 s, excellent stability, and high repeatability. In addition, all the complexes have been shown to be capable of displaying spherical aggregates in aqueous THF solution. It is believed that the self-assembly process proceeds through a cooperative growth mechanism and has been driven by the π−π stacking interactions and hydrophobic−hydrophobic interactions between the central triindole moieties. The work presented herein opens up new opportunities for the development of novel organogold(I) complexes with intriguing multifunctional properties and provides important insights in the future design of versatile organometallic complexes.",60,
218,"In summary, we presented robust artificial synapses based on OTJs with the oxygen vacancy migration. The energy consumption of the two-terminal device is reduced to an ultralow level of femtojoules by exploiting an ultrathin oxide layer. Our experimental results provide evidence for various types of important synaptic functions such as STM, PPF, PTP, LTP, and LTD. By finely tuning the shape of the pre- and postsynaptic spikes, antisymmetric and symmetric Hebbian learning STDP forms are realized. Our artificial synapse based on OTJs represents a promising approach for energy-efficient brain-like computing.",74,
219,"In summary, the diffusion of oxygen atoms in HfO2 was  investigated by classical MD simulations using two different  empirical potentials. Higher temperature leads to a larger dif-fusion coefficient using both potentials, but at a fixed tem-perature COMB predicts higher diffusion coefficients than  MBKS. COMB predicts an activation energy of 0.53 eV.  MBKS predicts an activation energy of 0.36 eV for low tem-  perature and 2.2 eV for high temperature. A higher annealing  temperature consistently results in fewer three coordinated  oxygen atoms and more four coordinated oxygen atoms. The  greater number of oxygen atoms in annealed samples with a  CN of 4 than in amorphous samples indicates crystallization,  as indicated using either potential. Because various crystal  phases may appear in the annealed samples, the distribution  of Hf-O bond lengths is skewed compared to the amorphous  sample. The change in activation energy predicted by MBKS  at high temperature in an annealed sample may be caused by  a different diffusion mechanism due to the presence of crys-  talline structures inside the annealed sample.",35,
220,"In this article, we have reviewed the recent developments of smart textile integrated microelectronic systems for wear- able applications. It is evident that there has been a rapid increase in research activities and published work around the world. Many promising applications in health, IoT, smart city, robotics, etc., have explored and demonstrated. This article covers several main aspects of STIMES: the functional materials, three major fabrication processes of smart textile components, functional devices, system architectures and heterogeneous integration, wearable applications in human- related and nonhuman categories, as well as safety and secu- rity of STIMES. In particular, major types of textile integrated nonconventional functional devices are discussed in detail. They are mechanical, chemical and environmental sensors; shape actuators based on electrochemical, thermomechanical and other mechanisms, displays from additive and subtractive processes, antennas, mechanical, thermal, radiative energy harvesters and their hybrids, energy storage devices like bat- tery and supercapacitors, circuit boards, and memory devices. An important aspect, that is, safety and security of STIMES, has been added for the first time. The wearable applications of STIMES have shown great promises in health, sports, protec- tion and other related fields.",36,
221,"In summary, we have used a vanadium dioxide memristor to demonstrate an adaptive (“learning”) filter. This filter responds preferentially to signals of a specific design frequency by sharpening the quality factor of its bandpass. We also showed how the memreactive components including memory- capacitance and memory- inductance expand the suite of such adaptive filters. As mentioned, it has been shown that simple memristive filters can model the learning patterns observed in biological organisms.18 As memristive systems become more common and better understood, circuits such as the above two are likely to find uses in a range of electronics. In particular, we envision filters which initially enable low- Q broad- band detection but self- sharpen as needed when on- resonance signals are present. The analog functionality of memristive components may allow combination of traditional signal processing (such as these bandpass filters) with fuzzy logic and storage, potentially progressing toward the nonlinear analog- digital hybrid mechanisms found in biological systems. When considering potential applications of these types of circuits, it is important to note that although similar adaptive filters may easily be made with combinations of transistors, in the case demonstrated above the circuit consists only of passive basic circuit elements. In many situations, it is likely that a single memristive component may be far smaller than the combined active elements needed to emulate this behavior, offering advantages in device density and power consumption.",3,
222,"In summary, we analyzed retention behaviors of oxidebased RRAM at elevated temperatures and matched the experimental results with an oxygen vacancy diffusion model. Our analysis shows that the activation energy for oxygen vacancy migration can be directly calculated from the failure time versus temperature relationship. A non-monotonic conductance drift was also observed and can be explained within the oxygen vacancy out diffusion framework. Evidence for multiple filaments was also examined and supported by simulation. These findings support the filamentary model of RRAM devices and shed valuable insight in the design and optimization of oxide-based resistive switching devices for memory and logic applications.",46,
223,"In summary, we have reported the ferroelastic strain and magnetic field co-control of phase separation driven functionalities using a simple NSMO/PMN-PT multiferroic heterostructure. The bistable and nonvolatile resistance states can be in situ reversibly switched by applying appropriate pulse electric fields, which is closely related to the electricfield- induced 109_x0002_ and 71_x0002_ ferroelastic domain switching and induced intermediate in-plane strain state. Such a ferroelastic strain effect can be magnetically reinforced by 84%. Moreover, a visible reduction in the magnetoresistance was observed by the electric-field-induced ferroelastic strain at low temperatures. These results establish strong coupling between the magnetic field and the ferroelastic strain, which can be plausibly explained in terms of the phase separation model. Our findings provide a framework for realizing multi-field modulation of phase separation in complex oxides, which allows for the integration of an additional functionality (e.g., magnetic sensor) in the energy-efficient nonvolatile storage devices.",40,
224,"We systematically investigated the bipolar resistive switching characteristics, in particular XPS analysis of O 1s binding energy for the reset process, of various TiOx/TiOy bi-layer homo-junction structures. Bipolar resistive switching behavior appears to be due to oxidation/redox reactions at the interface between TiOx and TiOy, and the on/off ratio of memory windows can be controlled by controlling the number of oxygen vacancies (or ions) that participate in the reset process. A large oxygen chemical content in the TiOx layer leads to an increasing of non-lattice oxygen ions and the resistance value of HRS. Annihilation of the conduction filaments by oxidation was observed in our TEM analysis, and the presence of movable oxygen ions (or vacancies) was confirmed by XPS.",57,
225,"In summary, the switching dynamics was studied using the HfOx /AlOx devices as an example for the bipolar metal oxide resistive switching memory. This paper provides guidelines to design the energy efficient programming schemes for the high speed multilevel storage application.",0,
226,"In summary, the electric field tunability of resistive switching behavior has been further explored. Two completely different modes of non-volatile and pulsed resistive switching behaviors were investigated by tuning the in-plane read current value. In addition to the conventional piezostrain effect reported previously, the polarization current effect, generated by the drastic variations of polarization (dP/dt) around the coercive electric field, was found to play a vital role in tuning the resistive switching behavior. These results further broaden the application prospects of manganese oxides in multifunctional memory devices.",21,
227,"In conclusion, excellent rectification properties, a fast response to pulse signals, and the scalability to sub-100-nm sizes suggest that the CuO/IZO thin-film oxide diode is a feasible approach to switch elements for high-density, highspeed cross-point memory devices. The room-temperature growth and amorphous nature are very promising features that enable the application to complex 3D stackable memories and molecular devices.",0,
228,"Combining measurements of photochemical anionic dissociation, x-ray absorption and UV/visible dispersed fluorescence has enabled characterization of the state-selective dissociation dynamics of anionic and excited neutral fragments of gaseous SiCl4 following excitations of Cl 2p and Si 2p core levels. The transitions of core electrons to high Rydberg states/doubly excited states near both Si 2p and Cl 2p ionization thresholds of gaseous SiCl4 lead to remarkably enhanced production of anionic, Si− and Cl− , and excited atomic neutral, Si∗ fragments. This enhancement is attributed to the contributions from the shake-modified resonant Auger decay, Auger decay of doubly excited states, or/and PCI. These complementary results provide insight into the state-selective anionic and excited neutral fragmentations of gaseous molecules via core-level excitation. Negative photo-ion spectra and excited-fragment emission are powerful tools for the investigation of the dissociation dynamics of core-excited molecules.",35,
229,"In summary, Ge-based NVM is promising for future IoT applications thanks to its area and energy efficiency. Besides, this CMOS compatible technology is more competitive than other NVMs such as MRAM and PCM. The combination of germanium and memristor technology will make more improvements for future demanding memory applications.",23,
230,"We have reported a simple process to fabricate cross-shaped Cu-NW memristors using an inorganic-nanowire-digital-alignment technique and a one-step reduction process. The controllable alignment technique potentially solves the difficulties in aligning i-NWs to specified designs, enables rapid computerdesigned alignment of arbitrarily long continuous i-NWs on a large area, and can produce versatile patterns including straight lines, wave lines, and any combination of these lines. Scalable production of Cu-NWs with various alignments was achieved. A simple one-step reduction process was used to obtain metal– oxide–metal structure at the cross points of rectangular Cu-NW grids. This simple process facilitates fabrication of cross-point nonvolatile memristor arrays. The memristors showed repeatable resistive switching behavior, a high on/off current ratio ≈10^6 and stable data retention time for >2 × 10^4 s. This technique is applicable to aligning broad classes of compound precursors that are miscible with polymers in a solution to generate i-NWs and is an economical approach that retains all metallic elements in the final product. This is the first report of memristors with the resistive switching oxide layer self-formed, self-patterned, and self-positioned; we envision that the new features of the technique will provide great opportunities for future nanoelectronic circuits.",76,
231,"In summary, we have studied resistive switching in SiOx MIM RRAM devices in which switching is intrinsic to the oxide, due to the formation of conductive filaments generated by the movement of oxygen ions. The switching phenomena hence result from the intrinsic formation of conductive pathways within the SiOx, and not due to extrinsic factors such as metallic filaments as have been reported for metal-diffused SiOx layers. Equally, switching occurs in the bulk of the oxide rather than at the surface due to the formation of silicon filaments. At this time, we do not know the composition of the filaments, only that they are intrinsic to the oxide. We have used AFM, C-AFM, SIMS, and XPS to examine the structural changes occurring during the switching process. We observed bubbles forming at the surface of SiOx during switching, with those resulting from a positive form being significantly more elastic than those from a negative form. We explain this by movement of oxygen ions and the sub-surface accumulation of molecular oxygen, causing distortion of the sample surface. We also highlight the significance of the conductance quantum, G0, as the natural boundary between the high and low resistance states, and hence a quick test for the completion of the reset process. This can have important implications for device endurance and appropriate choice of the switching regime (e.g., current compliance).",25,
232,"In conclusion, the Au/Cr/Zr^+-implanted-ZrO_2 /n+-Si device is fabricated and investigated for nonvolatile memory applications. The implanted samples show good resistive switching behaviors. Moreover, it is found that the implanted samples exhibited larger resistive switching ratio and higher device yield than the unimplanted samples. The current of the implanted samples are governed by the trap-controlled SCLC conduction mechanism and the resistance switching is due to electron trapping and detrapping at Zr^+ traps in ZrO_2 film.",0,
233,"In conclusion, some key factors about the microscopic mechanism of resistive switch of Pt/ZnO/Pt have been investigated by first principles method. Around an isolated neutral oxygen vacancy, a high conductivity region formed by the O-deficient Zn(2-n)+ ions exhibits localized properties. The stability analyses show that the oxygen vacancies are inclined to forming a line structure in the neutral state and forming an isolation structure in +2 charged state so that the formation and rupture of the VO-filament structure can be triggered by hole/electron injection in ZnO film. The valence electrons corresponding to the extended defects of alignment of neutral oxygen vacancies show delocalized properties, and form a conductive channel in ZnO. Detailed analysis indicates that the conductive filament is formed by the aligned O-deficient Zn ions, because they are in reduced valence (lower valence) state of Zn(2-n)+. For the interface of Pt/ZnO, the neutral oxygen vacancy depresses the local Schottky barrier effectively where the electron injection from Pt cathode induces the transformation of V2+O to V0O which is in favor of forming the extended defects of aligned neutral oxygen vacancies. So the oxygen ion movement under applied external voltage and electron/hole injection induced the transformation of V2+O to V0O in ZnO are the two major factors leading to conductive filament formation and rupture in Pt/ZnO/Pt.",7,
234,"In summary, we found that the physical mechanisms of the forming process in unipolar resistance switching Pt/SrTiOx /Pt capacitors can be classified as purely electrical or thermally assisted dielectric breakdown according to the sweep rate or amplitude of the applied voltage signals. For thermally assisted dielectric breakdown, the thermally activated migration of oxygen vacancies/ions plays an important role in the forming process.",10,
235,"In summary, enhanced multilevel resistive switching performance was demonstrated with low variability in sput- ter deposited TiO2􏰁x thin films, which is attributed to the small size of CFs with high density of oxygen vacancies. The later has also a pronounced effect during SET transi- tion, imposing a gradual switching pattern, which indicates a TAT mechanism major contribution on the switching effect. At the same time, oxygen vacancy migration and their spatial distribution were also considered, in order to interpret the total current of the HRS and the self- rectification effect, respectively. Numerical simulations were also conducted in order to highlight the crucial role of temperature and gain insights into the origins of the switch- ing effect. Opportunities for low power and high uniform multilevel capabilities arise also by creating even smaller CFs with high density of oxygen vacancies.",34,
236,"Previous works have reported tuning of cobalt content from Co FEBID by electron-beam parameters such as current, acceleration voltage and dwell time. We have developed a simple and effective purification/tuning protocol of FEBID material produced with a Co2(CO)8 precursor, which relies on the post-growth annealing of the deposits under high vacuum. Low current density FEBID resulted in non-thermal adsorbate decomposition with 67 at.% of cobalt and high carbon and oxygen amounts in the deposit, while post-growth annealing deposits improved the cobalt content up to 85 at.%. The purification mechanism consists of oxygen release, from 19 at.% down to 1 at.%, while the carbon content remains approximately constant at 14 at.%. As-deposited samples show high C-O content and an anomalous conduction behavior successfully modeled by Mott’s variable-range hopping. In contrast, post-FEBID high-vacuum annealed samples present metallic characteristics. Improvements in electrical conductivity for 100 ºC and 200 ºC annealed films can be attributed mainly to Co nanocrystal formation and coalescence, oxygen release and graphite nanocrystal. The successful removal of oxygen reported in this study might explain both the lower average resistivity and the residual resistivity ratio compared to those previously reported in literature for Co-based nanostructures grown by FEBID. We believe that this post-growth procedure can be employed as an alternative purification/tuning protocol for other carbonyl precursors containing magnetic metals in FEBID experiments.",64,
237,"In conclusion, temperature irreversibility of resistive switching characteristics in an Ag/TaOx/Pt trilayer structure is explicated, under continual change of operation temperatures between 300K and 100 K. A mechanism based on the joint contributions of oxygen vacancies and Ag atoms in the conducting filament explains the disparity in forming/set voltages and reset current characters of Ag/TaOx/Pt devices operating at 300K and 100 K. More importantly, thepresence of oxygen vacancy segment will intervene the Ag redox reaction; therefore, the switching behavior of Ag/ TaOx/Pt device will not resume to the general Ag-only filament model even when the operation temperature is brought from 100K back to 300 K. Our study demonstrates that the conducting filaments in ECM memories with oxide electrolytes can be composed of both of metal atoms and oxygen vacancies. Consequently, resistive switching behaviors of ECM memories will be modified, depending on factors such as operation temperatures and defect concentration of the oxide electrolyte.",44,
238,"In summary, we showed the ability of silver dopant to enhance the thermal stability of germanium telluride serving as the electrolyte layer in metallic filamentary-type memristor. Functional devices were demonstrated, showing <5 ns switching capability and reliable performances. Incorporated in the high-density crossbar architecture, arbitrary logic of complete 16 Boolean logic could be implemented in two steps with the logic results in situ stored as the resistance state of the operating device. An additional read step is needed to read out the results. We believe our method may bring large amounts of memory closer to the computing elements, resulting in high-bandwidth, low-latency access for high performance computer to handle bigdata analytics, processing of large graphs in real time and other emerging machine-learning tasks With the ability to fuse memory and logic functions, it is conceivable that future computing chips may be much more compact and efficient than they are today.",53,
239,"In summary, a reproducible and bipolar electric-field-induced nanoscale resistance switching is observed at the interface of LAO/STO with d≥3 uc by a CAFM under vacuum environment. The switching behavior is suggested to mainly originate from the modulation of oxygen ion transfer in STO layer by external electric field in the vicinity of interface, Whereas the LAO films acts as a barrier layer.",25,
240,"The peculiar characteristics and the model of ReRAM switching of the Ti/TiO2 resistive material depending on the thickness of Ti are studied. The Ti layer deposited on TiO2 provides oxygen vacancies inside TiO2 during the annealing process. The amount of created oxygen vacancies can be controlled by varying the thickness of Ti and TiO2, which allows the control of resistance switching characteristics.",34,
241,"In summary, we fabricated reproducible and controllable Al/PEDOT:PSS/Al RRAM devices. The switching mechanism is attributable to the formation and rupture of filaments. The lowest reset power is 0.55 mW, and the critical Icomp for RS is 500 A. In addition, Icomp can be used to control the formation of the filaments and to optimize the performance of RRAM.",-1,
242,"A high-OFF/ON-resistance ratio NiO ReRAM is developed by the PPO process using N2O plasma after NiO deposition. The oxygen incorporation during the PPO process increases the film thickness of low surface density layers due to the effective oxidation of NiO films, and decreases the surface roughness due to the enhanced migration of atoms on the film surface. For integration of NiO ReRAM in Cu-BEOL on CMOS, the formation of leakage paths is effectively suppressed during the integration process, which results in a higher OFF/ON resistance ratio of 10^5 without any unintentional breakdown, a lower VF, and improved cellto- cell variation. The PPO process is a useful technique for integration of the NiO ReRAM in Cu-BEOL for embedded switch and memory applications.",44,
243,"In conclusion, we report an extremely sharp RS at room temperature in CFO/LSMO all-oxide magnetic heterostructure which is magnetically tunable with high sensitivity at fairly low magnetic fields. Remarkably, the switching does not show significant CFO thickness dependence in the absence of magnetic field but a strong CFO thickness dependence under applied magnetic field. We have discussed possible scenarios which can accommodate these observations reasonably well. We believe that the results reported in this paper add a “magnetic” dimension to the research on resistive switching.",-1,
244,"In summary, nonpolar RS behavior in the Pt/MgO/Pt memory device with the nonforming nature is demonstrated. RS behavior for the SET process is attributed to the formation of metallic Mg filaments, which is well supported by the AES and XPS results combing with the temperature dependence of the LRS resistance. The voltage-polarity- independent RESET process implies that local Joule heating may assist the rupture of filaments, leading to nonpolar char- acteristics.",0,
245,"In this letter, we have observed that the ZrO2/ZnO oxide heterostructures show completely different resistive switching behaviors with a set process in the different bias polarity. Our study demonstrates that the height of the oxide/oxide interface barrier for the migration of oxygen vacancies (or oxygen ions) plays critical role for this. The controllable and stable multistate memory is demonstrated in the Pt (bottom)/ZnO/ZrO2/Pt (top) oxide heterostructure. Our method opens up an opportunity to explore not only the resistive switching mechanism but also develop next generation high performance multistate memory through engineering oxide/oxide interfaces in oxide heterostructures.",7,
246,"TJs also demonstrate exciting perspectives at a basic science level. Combining epitaxial electrodes and ferroelectric barrier systems would enable investigations of the interplay between ferroelectric polarization reversal and the symmetry of tunnelling wavefunctions8 . FTJ coupling with magnetic electrodes has the potential to yield low-power electric-field-controllable spintronics device operation at room temperature. Furthermore, FTJs are emerging as ideal systems with which to investigate polarization switching mechanisms30 and high-frequency dynamics of nanoscale ferroelectrics, a virtually unexplored area. ",40,
247,"In conclusion, a facile synthetic route to obtain a water dispersed highly conductive PEDOT:Nafion composite was described. The relevant properties of the novel PEDOT:Nafion have been assessed by physicochemical standard techniques and in organic electronic device architectures. Despite there is still room for future investigations aimed at increasing the conductance of pristine PEDOT:Nafion films, fast ion transport and stability to delamination, even in the absence of adhesion promoters, make PEDOT:Nafion a useful multifunctional material in the realm of printable organic electronics. Furthermore, we believe that the incorporation of Nafion in a conductive matrix like PEDOT:Nafion will be particularly promising in the field of bio-sensing. Indeed, Nafion is one of the most effective ion transporter and is extremely selective towards cations thus, we believe that the incorporation of Nafion in a conductive matrix like PEDOT:Nafion will be particularly promising in the field of bio-sensing and bioelectronics in vivo.",48,
248,"In conclusion, we have discussed the potential of memristive MTJs for the optimization of MRAMs and magnetic FPGAs. We have shown that we can tailor the resistances of these devices and thus compensate for resistance fluctuations that occur as a result of the fabrication process. The MTJs maintain stable resistances and do not need to be periodically refreshed. For application in Spin Transfer Torque (STT)- MRAM an additional reset cycle needs to be implemented, because the high current densities necessary for operation will also trigger the resistive switching.",-1,
249,"In summary, we introduced a novel, facile, and scalable approach that shows how the uniformity of RS parameters for unipolar NiO resistive memory devices can be significantly improved by employing a simple procedure based on BCP self-assembly technology. Selfassembled SiOx-NDs were successfully formed between the electrode and the NiO active material, providing substantial reduction of operating voltage variations as well as HRS/LRS ratios. Growth and rupture of metallic Ni filaments in the amorphous NiO were directly observed through HRTEM and EDS analyses, demonstrating that the uniformly distributed SiOx-NDs can guide RS operation by selective filament growth/rupture. Our simulation analyses confirmed that the use of SiOx-NDs provided practical capability to modify the electric fields and temperature distributions in NiO memory. Considering the outstanding controllability, scalability, and large-area uniformity of BCP self-assembly, the findings of this study can provide a simple and practical solution to relieve the reliability issues in various filament-type resistive memories.",20,
250,"We have investigated the effects of relative humidity (partial water pressure) on redox reactions and ionic transport in a Cu/Ta2O5/Pt atomic switch cell. Our CV measurements revealed reversible oxidation and reduction reactions at the Cu/Ta2O5 interface in air when a sweeping bias voltage was applied to the Cu electrode. If the cell was exposed to dry conditions (5% RH), the redox reactions were significantly suppressed. When RH was increased, the current peaks associated with the redox reactions became dominant. The concentration of generated ions exhibited an increase with increased RH, indicating that water uptake supplies a counter charge=reaction at the counter electrode interface and plays an important role in the oxidation of Cu at the anode interface. Moreover, proton conduction may dominate the ionic transport at higher RH. The results demonstrate the important role that the uptake of water from the ambient atmosphere by matrix oxide film has on the fundamental processes in oxide-based atomic switches.",57,
251,"The logic operations in PCM differ from CMOS logic gates in at least three aspects. The fi rst difference is the nonvolatile nature of PCM states, which enables logic-in-memory applications where the same building block can serve for computing or memory depending on the initial confi guration. [25] This might be an advantage for achieving standardized logic circuits, where memory and computing are integrated on the same chip to allow better scalability and reduced interconnect delays due to the transfer of data from the memory circuit to the logic circuit. Nonvolatile behavior might also help to completely suppress the static power dissipation, which is a key concern in CMOS logic due to the subthreshold leakage of transistors. To reduce the off-leakage in computing circuits, alternative device technologies with improved subthreshold slope, such as nanoelectromechanical switches (NEMS) [26] and tunnel fi eld-effect transistors (TFET) [27] are currently being investigated. PCM logic, or any other logic approach based on nonvolatile memristors, might allow to achieve normally-off logic circuits with virtually-zero off-power consumption, thus enabling ultralowpower applications.",33,
252,"The second difference is the sequential operation in PCM logic, instead of the usually parallel operation in CMOS where one or more inputs are applied to a logic gate within the same clock pulse. Sequential operation cannot be avoided in PCMs because of the two terminal device structure of memristors. [7–9] For instance, NOT operation in Figure 5 requires 3 clock pulses (initialize, pull-up, pull-down), while it is accomplished in just one clock pulse in CMOS logic. However, the longer time needed to complete the single logic operation is balanced by a signifi cant reduction of occupied area, namely a single PCM as opposed to two CMOS transistors in the case of the NOT gate. Note that the PCM logic approach also allows for logic cascading, where a sequence of logic operations are carried out starting from one or more binary inputs and leading to one or more binary outputs. While cascading in a conventional CMOS logic circuit is achieved by direct connection of the output of a logic gate to the input of another logic gate, sequential cascading can be adopted in PCM logic, where the output of one logic operation ( e.g. , the AND operation of Figure S8) is used as one of the inputs of a second logic operation. This sequential cascade approach allows completing complex functions, such as binary addition, within several clock pulses.",33,
253,"The third difference is that, while CMOS logic relies on the gate topology to yield a certain functionality ( e.g. , the n-MOS/pMOS layout of the NOT gate or the 4-transistor layout of the NAND and NOR gates), PCM logic is simply based on memristive properties, e.g. , V T comparison and additive crystallization. The memristor plays therefore an active role in the computation through its memristive functionalities similar to a nanoscale abacus. This allows to develop reconfi gurable circuits where each PCM can provide any logic functionality depending on the initial confi guration. Such memristor-centric approach, however, has a disadvantage in the random nature of phase transition in PCM. Random nucleation and growth processes during crystallization may in fact lead to switching variability, where the fi nal state and its corresponding V T varies statistically for a given pulse width and amplitude during a logic operation. Crystallization variability can be due to either the statistical variation of the initial state, where the different chemical and structural confi gurations of the amorphous phase may result in different energy barriers for nucleation and growth, or to the stochastic nature of nucleation and growth, or both. The impact of switching variability can be reduced by adopting PCM devices and materials with relatively large V T . Another reliability issue inherently associated with the PCM switching concept is switching endurance, where extensive application of crystallization/amorphization pulses may result in degradation of the switching characteristics and eventually in a destructive failure of the PCM. An improvement of the switching endurance by material and device engineering might be needed to achieve a circuit lifetime comparable to CMOS technology.",33,
254,"In addition to the high functionality of phase-change effects, PCM also offers low-power computation, which can be achieved by confi ning phase change in nanoscale volumes [18] or in atomically-thin interfaces. [28] Also, the computing speed in the proposed PCM logic is not limited by external circuit elements, such as memcapacitances, [29] but is only dictated by the PCM switching time, which can be in the ns [30] or even sub-ns time regimes by priming the phase change material. [31] Clearly, PCM speed is yet not comparable to the typical switching time in the CMOS technology, which is around tens of ps thanks to a large drain current and small capacitance associated to the output logic gate. The limited PCM speed is due to the atomic transport required for crystallization, as opposed to the electronic transport in the CMOS concept. At the same time, the change at the atomic level allows nonvolatile logic in PCM, which is a key advantage to pursue normally-off logic. This supports PCMbased computing as a scalable, reconfi gurable, low-power and high speed alternative to CMOS logic.",33,
255,"In summary, temperature-dependent RS phenomena were observed in metal/STO/metal planar structure. The RS phenomena only emerge at the temperature higher than 340 K because oxygen vacancies can barely move at lower temperature. When the temperature is above 340 K, positively charged oxygen vacancies are thermally activated, producing built-in electric field. In the cooperative action of built-in electric field and external electric field, two resistance states appear. The increasing mobility of oxygen vacancies caused by higher temperature promotes the built-in electric field to reach equilibrium states quickly, and restrains the hysteresis loops. The existing of competitive behaviors in the device makes the resistance hysteresis loops reach a maximum value at 420 K. It is expected that the presence of the temperature field could play a beneficial role for a deeper insights into the resistance switching effect.",19,
256,"In summary, we have implemented a memristor-based optimization hardware that uses transient chaos in searching for global optimum of continuous and combinatorial optimization problems. This transiently chaotic annealing is realized by gradually resetting the devices in the diagonal positions of the memristor crossbar, serving as self-feedback weights of Hopfield neurons, without introducing additional devices or circuit modules, therefore implying improved efficiency. Furthermore, the intrinsic nonlinear depression characteristics of TaOx devices can serve as an efficient and simplified annealing strategy, which can be achieved using simple pulse schemes. The potential of the transiently chaotic memristor optimizer has been experimentally demonstrated in both continuous optimization and combinatorial optimization problems, but the applicability of the approach may be extended to a large variety of optimization problems. This work could thus be of great significance for extending the capability of memristive systems from neural network accelerators to solving complex, real-world computation problems that are challenging for conventional digital computers. ",3,
257,"In summary, density functional calculations have been performed to assertain the impact of interfacial (001) bi-axial compressive strain in SrTiO3 upon the activation energy for diffusion of the electrically active oxygen vacancy, thought to be important in processes leading to electrical conduction (leakage current) in the use if SrTiO3 as a dielectric material. It was found that this strain induces a combination of ferroelectric and antiferroelectric distortive modes of phase transition in the SrTiO3, with displacement of oxygen ions along the [001] direction relative to the metal ion sub-lattice, and rotation of the oxygen-octohedra about the same axis.",2,
258,"The impact upon diffusion is highly dependent both upon the magnitude of strain, and upon the direction of migration relative to the [001]-direction. Up to 50% reduction in the migration barrier has been found for in-plane migration, suggesting that such diffusion would increasingly occur at room temperature with increasing strain. In contrast, since the activation energy for diffusion in the direction normal to the plane of strain is dictated by the D5 7 step, the effect of isotropic bi-axial strain in the (001) plane is to significantly impede the diffusion in the direction normal to the plane of strain.",-1,
259,"The barrier to injection of VO into an epitaxial film is maximised, according to the current calculations, where the strain is in the vicinity of 6%, which represents the maximum in the activation energy calculated in this study. The magnitude of the barrier, being round 1.5 eV, is sufficiently large to significantly reduce diffusion at room temperature in the absence of an applied electric field. Even at more modest strains, the impact of interfacial strain remains significant. At 2% strain, the in-plane diffusion remains approximately constant, but the inter-plane barrier has increased by about 35%–50% from 0.8 eV to around 1.1 eV with some variation with charge state.",2,
260,"In biased material, such as would be the case in capacitors or where SrTiO3 is present as an epitaxial gate dielectric, there would be an effective reduction in the barrier for charged VO, and an ion drift current may result in a thermal redistribution of these defects.",2,
261,"Nevertheless, the substantial diffusion anisotropy in compressively strained epitaxial material might be adopted as route to confine the diffusivity of these critically important electrically active defects. As such, strain may be viewed as a mechanism for the modification of leakage current in SrTiO3 thin-films.",2,
262,"NbO2 is the appropriate choice for IMT selector devices compared with VO2. The effects of the size of the NbO2 selector on the electrical performance and the impact of its characteristics on the overall 1S1R performance are investigated in this work. The results show that an increased L for the selector increases the Vth and Vhold but decreases the Ith. An L of 25 nm shows a good ability to reduce the leakage current of the RRAM. A large r decreases the Vth and Vhold but increases the Ith. An r of 7 nm can also decrease the leakage current of the RRAM. Therefore, the designed NbO2 selector has an L and r of 25 and 7 nm, respectively. The designed TiN/NbO2/TiN is employed as the selector device for the connection to the TiO2-based RRAM. Given the excellent selector characteristics of the TiN/NbO2/TiN device, the significantly improved RM (up to 27 word lines) for the RRAM can be used in large x-point memory arrays. Therefore, the design of the NbO2 selector is considered to be a success.",70,
263,"The conduction mechanism of antipolar resistive switching has been elucidated by developing a simple mathematical model, where the leakage current is sensitive to the location of oxygen vacancies relative to the electrodes. The application of a high voltage bias can drive oxygen vacancies near one electrode and switch the oxide into a high resistance state. The low resistance state can be achieved by redistributing the oxygen vacancies throughout the film by a low voltage with opposite polarity relative to the previous “reset” voltage.",25,
